,R/H,TEMPERATURE,RESISTANCE,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.5,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.5,23.9,1290.070,,,,
,56.5,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.5,23.91,1290.070,,,,
,56.5,23.91,1290.080,,,,
,56.5,23.91,1290.070,,,,
,56.5,23.91,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.070,,,,
,56.5,23.9,1290.070,,,,
,56.5,23.9,1290.070,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.6,23.91,1290.070,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.92,1290.080,,,,
,56.6,23.92,1290.080,,,,
,56.6,23.92,1290.080,,,,
,56.6,23.92,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.6,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.93,1290.080,,,,
,56.7,23.92,1290.080,,,,
,56.7,23.92,1290.080,,,,
,56.7,23.92,1290.080,,,,
,56.7,23.92,1290.080,,,,
,56.7,23.92,1290.080,,,,
,56.7,23.92,1290.080,,,,
,56.7,23.91,1290.080,,,,
,56.7,23.91,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.91,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.6,23.89,1290.080,,,,
,56.6,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.070,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.89,1290.080,,,,
,56.5,23.9,1290.080,,,,
,56.5,23.89,1290.080,,,,
,56.5,23.89,1290.080,,,,
,56.5,23.89,1290.080,,,,
,56.5,23.89,1290.080,,,,
,56.5,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.3,23.89,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.070,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.89,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.88,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.070,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.070,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.87,1290.080,,,,
,56.5,23.87,1290.080,,,,
,56.4,23.87,1290.070,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.86,1290.070,,,,
,56.4,23.87,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.5,23.86,1290.080,,,,
,56.5,23.86,1290.080,,,,
,56.5,23.86,1290.080,,,,
,56.5,23.86,1290.070,,,,
,56.5,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.5,23.86,1290.080,,,,
,56.4,23.86,1290.070,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.070,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.5,23.86,1290.070,,,,
,56.5,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.070,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.070,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.86,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.5,23.85,1290.070,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.5,23.85,1290.070,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.86,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.86,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.87,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.86,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.6,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.84,1290.080,,,,
,56.5,23.84,1290.080,,,,
,56.5,23.85,1290.080,,,,
,56.5,23.84,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.4,23.85,1290.080,,,,
,56.3,23.85,1290.080,,,,
,56.3,23.84,1290.080,,,,
,56.3,23.84,1290.080,,,,
,56.3,23.84,1290.080,,,,
,56.3,23.84,1290.080,,,,
,56.3,23.84,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.84,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.2,23.83,1290.080,,,,
,56.2,23.83,1290.080,,,,
,56.2,23.82,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.3,23.83,1290.080,,,,
,56.4,23.82,1290.080,,,,
,56.4,23.82,1290.080,,,,
,56.5,23.83,1290.080,,,,
,56.6,23.83,1290.080,,,,
,56.7,23.83,1290.080,,,,
,56.8,23.84,1290.080,,,,
,56.9,23.84,1290.080,,,,
,57,23.84,1290.080,,,,
,57.1,23.84,1290.080,,,,
,57.2,23.84,1290.080,,,,
,57.4,23.85,1290.080,,,,
,57.5,23.85,1290.080,,,,
,57.5,23.86,1290.080,,,,
,57.6,23.86,1290.080,,,,
,57.7,23.87,1290.090,,,,
,57.7,23.87,1290.080,,,,
,57.8,23.87,1290.090,,,,
,57.9,23.88,1290.090,,,,
,58,23.88,1290.090,,,,
,58.1,23.88,1290.080,,,,
,58.2,23.88,1290.080,,,,
,58.2,23.89,1290.090,,,,
,58.3,23.89,1290.090,,,,
,58.4,23.89,1290.090,,,,
,58.4,23.89,1290.090,,,,
,58.5,23.89,1290.090,,,,
,58.5,23.9,1290.090,,,,
,58.6,23.9,1290.090,,,,
,58.6,23.9,1290.090,,,,
,58.7,23.9,1290.090,,,,
,58.7,23.9,1290.090,,,,
,58.7,23.9,1290.090,,,,
,58.8,23.9,1290.090,,,,
,58.8,23.9,1290.090,,,,
,58.9,23.9,1290.090,,,,
,58.9,23.9,1290.090,,,,
,58.9,23.91,1290.090,,,,
,58.9,23.91,1290.090,,,,
,58.9,23.91,1290.090,,,,
,58.9,23.91,1290.090,,,,
,58.9,23.92,1290.090,,,,
,58.9,23.92,1290.090,,,,
,58.9,23.92,1290.090,,,,
,58.9,23.92,1290.090,,,,
,58.9,23.92,1290.090,,,,
,58.8,23.92,1290.090,,,,
,58.8,23.92,1290.090,,,,
,58.8,23.93,1290.090,,,,
,58.8,23.93,1290.090,,,,
,58.7,23.93,1290.090,,,,
,58.7,23.93,1290.090,,,,
,58.7,23.94,1290.090,,,,
,58.7,23.94,1290.090,,,,
,58.6,23.94,1290.090,,,,
,58.6,23.94,1290.090,,,,
,58.6,23.94,1290.090,,,,
,58.5,23.94,1290.090,,,,
,58.5,23.95,1290.090,,,,
,58.5,23.95,1290.090,,,,
,58.4,23.96,1290.100,,,,
,58.4,23.96,1290.090,,,,
,58.3,23.96,1290.090,,,,
,58.3,23.96,1290.100,,,,
,58.3,23.97,1290.090,,,,
,58.2,23.96,1290.100,,,,
,58.2,23.97,1290.100,,,,
,58.1,23.97,1290.100,,,,
,58.1,23.97,1290.100,,,,
,58.1,23.97,1290.100,,,,
,58,23.98,1290.100,,,,
,58,23.98,1290.100,,,,
,57.9,23.98,1290.100,,,,
,57.9,23.98,1290.100,,,,
,57.9,23.99,1290.100,,,,
,57.8,23.99,1290.100,,,,
,57.8,23.99,1290.100,,,,
,57.7,24,1290.100,,,,
,57.7,23.99,1290.100,,,,
,57.7,24,1290.100,,,,
,57.6,24,1290.100,,,,
,57.6,24,1290.100,,,,
,57.6,24,1290.100,,,,
,57.5,24,1290.100,,,,
,57.5,24.01,1290.100,,,,
,57.5,24,1290.100,,,,
,57.4,24.01,1290.100,,,,
,57.4,24.01,1290.100,,,,
,57.3,24.01,1290.100,,,,
,57.3,24.01,1290.100,,,,
,57.3,24.01,1290.100,,,,
,57.2,24.02,1290.100,,,,
,57.2,24.02,1290.100,,,,
,57.1,24.02,1290.100,,,,
,57.1,24.02,1290.100,,,,
,57.1,24.02,1290.100,,,,
,57.1,24.02,1290.100,,,,
,57.1,24.03,1290.100,,,,
,57,24.03,1290.100,,,,
,57,24.03,1290.100,,,,
,57,24.03,1290.100,,,,
,56.9,24.03,1290.100,,,,
,56.9,24.03,1290.110,,,,
,56.9,24.03,1290.100,,,,
,56.9,24.03,1290.110,,,,
,56.8,24.04,1290.110,,,,
,56.8,24.03,1290.100,,,,
,56.8,24.04,1290.110,,,,
,56.8,24.04,1290.110,,,,
,56.7,24.04,1290.110,,,,
,56.7,24.04,1290.110,,,,
,56.7,24.05,1290.110,,,,
,56.7,24.05,1290.100,,,,
,56.6,24.04,1290.110,,,,
,56.6,24.04,1290.110,,,,
,56.6,24.04,1290.110,,,,
,56.6,24.04,1290.110,,,,
,56.6,24.04,1290.110,,,,
,56.6,24.05,1290.110,,,,
,56.5,24.04,1290.110,,,,
,56.5,24.05,1290.110,,,,
,56.5,24.05,1290.110,,,,
,56.5,24.05,1290.110,,,,
,56.5,24.05,1290.110,,,,
,56.5,24.05,1290.110,,,,
,56.5,24.05,1290.110,,,,
,56.4,24.05,1290.110,,,,
,56.4,24.06,1290.110,,,,
,56.4,24.06,1290.110,,,,
,56.3,24.06,1290.110,,,,
,56.3,24.06,1290.110,,,,
,56.3,24.07,1290.110,,,,
,56.3,24.07,1290.110,,,,
,56.3,24.07,1290.110,,,,
,56.2,24.08,1290.110,,,,
,56.2,24.07,1290.110,,,,
,56.2,24.07,1290.110,,,,
,56.2,24.06,1290.110,,,,
,56.2,24.06,1290.110,,,,
,56.2,24.07,1290.110,,,,
,56.2,24.06,1290.110,,,,
,56.2,24.06,1290.110,,,,
,56.2,24.07,1290.110,,,,
,56.1,24.08,1290.110,,,,
,56.1,24.08,1290.110,,,,
,56.1,24.08,1290.110,,,,
,56.1,24.08,1290.110,,,,
,56.1,24.08,1290.110,,,,
,56.1,24.08,1290.110,,,,
,56,24.08,1290.110,,,,
,56,24.08,1290.110,,,,
,56,24.07,1290.110,,,,
,56,24.07,1290.110,,,,
,56,24.07,1290.110,,,,
,56,24.07,1290.110,,,,
,56,24.08,1290.110,,,,
,56,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.9,24.08,1290.120,,,,
,55.9,24.08,1290.120,,,,
,55.8,24.08,1290.110,,,,
,55.8,24.08,1290.110,,,,
,55.9,24.08,1290.110,,,,
,55.8,24.08,1290.110,,,,
,55.8,24.08,1290.120,,,,
,55.8,24.09,1290.120,,,,
,55.8,24.09,1290.120,,,,
,55.7,24.09,1290.120,,,,
,55.7,24.08,1290.120,,,,
,55.7,24.08,1290.110,,,,
,55.8,24.08,1290.120,,,,
,55.7,24.08,1290.120,,,,
,55.7,24.09,1290.120,,,,
,55.7,24.09,1290.120,,,,
,55.7,24.09,1290.120,,,,
,55.7,24.1,1290.120,,,,
,55.7,24.1,1290.120,,,,
,55.6,24.1,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.1,1290.120,,,,
,55.6,24.1,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.09,1290.120,,,,
,55.6,24.1,1290.120,,,,
,55.5,24.1,1290.120,,,,
,55.6,24.1,1290.120,,,,
,55.6,24.1,1290.120,,,,
,55.5,24.1,1290.120,,,,
,55.5,24.11,1290.120,,,,
,55.5,24.11,1290.120,,,,
,55.5,24.11,1290.120,,,,
,55.5,24.11,1290.120,,,,
,55.5,24.11,1290.120,,,,
,55.5,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.12,1290.120,,,,
,55.4,24.12,1290.120,,,,
,55.4,24.12,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.3,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.4,24.11,1290.120,,,,
,55.3,24.11,1290.120,,,,
,55.3,24.11,1290.120,,,,
,55.3,24.11,1290.120,,,,
,55.3,24.11,1290.120,,,,
,55.3,24.12,1290.120,,,,
,55.3,24.12,1290.120,,,,
,55.3,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.3,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.12,1290.120,,,,
,55.2,24.12,1290.120,,,,
,55.2,24.12,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.2,24.13,1290.130,,,,
,55.1,24.13,1290.120,,,,
,55.2,24.13,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.13,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.13,1290.130,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.13,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.12,1290.120,,,,
,55.1,24.12,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55.1,24.13,1290.120,,,,
,55.1,24.13,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55,24.13,1290.120,,,,
,55,24.13,1290.130,,,,
,55,24.13,1290.120,,,,
,55,24.13,1290.130,,,,
,55,24.12,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55,24.12,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55,24.13,1290.130,,,,
,55.1,24.13,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.14,1290.130,,,,
,55,24.14,1290.130,,,,
,55,24.14,1290.130,,,,
,55,24.14,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.14,1290.130,,,,
,55,24.14,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.12,1290.130,,,,
,55,24.12,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.13,1290.130,,,,
,55,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.15,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.13,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.13,1290.130,,,,
,54.9,24.13,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.13,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.15,1290.130,,,,
,54.9,24.14,1290.130,,,,
,54.9,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.13,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.8,24.15,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.13,1290.130,,,,
,54.8,24.13,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.8,24.14,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.15,1290.140,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.15,1290.140,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.14,1290.140,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.6,24.15,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.140,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.14,1290.140,,,,
,54.7,24.14,1290.130,,,,
,54.7,24.15,1290.130,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.16,1290.140,,,,
,54.6,24.17,1290.130,,,,
,54.6,24.16,1290.130,,,,
,54.6,24.16,1290.130,,,,
,54.6,24.16,1290.130,,,,
,54.6,24.16,1290.140,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.130,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.15,1290.140,,,,
,54.6,24.16,1290.130,,,,
,54.5,24.16,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.16,1290.130,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.16,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.14,1290.130,,,,
,54.6,24.14,1290.140,,,,
,54.6,24.14,1290.140,,,,
,54.6,24.14,1290.140,,,,
,54.6,24.14,1290.130,,,,
,54.6,24.14,1290.130,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.15,1290.130,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.15,1290.130,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.16,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.130,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.14,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.5,24.15,1290.140,,,,
,54.4,24.15,1290.140,,,,
,54.5,24.16,1290.140,,,,
,54.4,24.15,1290.140,,,,
